,,,,,,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上,総数,0歳～4歳,5歳～9歳,10歳～14歳,15歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～74歳,75歳～79歳,80歳～84歳,85歳～89歳,90歳以上
全国・都道府県コード,全国・都道府県,国籍コード,国籍,移動前・移動後の住所地コード,移動前・移動後の住所地,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人,人
44000,大分県,61000,日本人移動者,35000,山口県,-28,-5,9,6,-41,-7,2,-6,20,-12,2,2,3,-7,6,0,1,1,-2,0,-21,-7,3,3,-23,-4,3,-8,16,-8,0,-2,4,-3,4,0,1,0,1,-1,-7,2,6,3,-18,-3,-1,2,4,-4,2,4,-1,-4,2,0,0,1,-3,1
44000,大分県,61000,日本人移動者,36000,徳島県,11,-1,3,-1,-3,1,2,2,2,4,3,-1,0,0,0,0,0,0,0,0,9,-1,0,-1,-3,0,4,2,4,1,3,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,-2,0,-2,3,0,-1,0,0,0,0,0,0,0,0
44000,大分県,61000,日本人移動者,37000,香川県,6,0,-4,3,3,1,4,-5,5,5,2,-1,-1,-2,1,-1,0,-2,-2,0,5,-1,-3,1,-2,1,3,-2,5,5,2,-1,0,-1,1,-1,0,-1,-1,0,1,1,-1,2,5,0,1,-3,0,0,0,0,-1,-1,0,0,0,-1,-1,0
44000,大分県,61000,日本人移動者,38000,愛媛県,39,8,-1,-1,7,-4,5,6,5,-4,2,3,4,5,0,-2,1,3,0,2,23,3,0,-2,6,1,4,9,1,0,-2,1,0,3,-1,-2,0,1,0,1,16,5,-1,1,1,-5,1,-3,4,-4,4,2,4,2,1,0,1,2,0,1
44000,大分県,61000,日本人移動者,39000,高知県,-9,-2,0,-2,-12,4,6,4,-3,5,-1,-4,0,-1,1,-1,-1,-2,0,0,3,1,0,0,-5,3,2,4,-1,3,0,0,-1,-1,1,-1,-1,-1,0,0,-12,-3,0,-2,-7,1,4,0,-2,2,-1,-4,1,0,0,0,0,-1,0,0
44000,大分県,61000,日本人移動者,40000,福岡県,-1021,-11,-35,-32,-273,-496,-106,-103,-38,13,3,-13,12,75,41,1,-6,0,-35,-18,-301,0,-23,-16,-95,-122,-56,-35,-42,14,11,-16,-12,45,35,9,8,4,-6,-4,-720,-11,-12,-16,-178,-374,-50,-68,4,-1,-8,3,24,30,6,-8,-14,-4,-29,-14
44000,大分県,61000,日本人移動者,41000,佐賀県,-22,0,0,-1,18,-19,-4,9,-17,-7,7,-3,2,3,-1,-2,-3,-1,-3,0,-30,0,-2,-1,12,-13,-8,7,-15,-4,1,0,-3,1,0,-1,-3,0,-1,0,8,0,2,0,6,-6,4,2,-2,-3,6,-3,5,2,-1,-1,0,-1,-2,0
44000,大分県,61000,日本人移動者,42000,長崎県,28,14,-3,-2,23,19,-6,4,-11,-4,4,1,-9,3,-3,-6,4,1,0,-1,10,5,1,0,13,14,-9,5,-5,-1,3,-3,-10,-2,-1,-1,2,0,-1,0,18,9,-4,-2,10,5,3,-1,-6,-3,1,4,1,5,-2,-5,2,1,1,-1
44000,大分県,61000,日本人移動者,43000,熊本県,-115,-1,-11,-19,10,0,-4,-18,-3,-26,10,-24,-7,1,-2,-14,-4,-2,-2,1,-30,3,8,-6,7,14,-10,-11,-4,-18,23,-21,-7,5,0,-5,-1,-1,-3,-3,-85,-4,-19,-13,3,-14,6,-7,1,-8,-13,-3,0,-4,-2,-9,-3,-1,1,4
44000,大分県,61000,日本人移動者,44000,大分県,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44000,大分県,61000,日本人移動者,45000,宮崎県,36,-2,-4,-1,60,39,-22,-5,-12,0,-8,1,-15,2,-6,-2,1,3,5,2,-20,0,4,-1,30,4,-19,-4,-4,-9,-5,2,-8,-1,-6,-4,1,0,1,-1,56,-2,-8,0,30,35,-3,-1,-8,9,-3,-1,-7,3,0,2,0,3,4,3
44000,大分県,61000,日本人移動者,46000,鹿児島県,63,-8,2,10,58,6,4,-16,0,-10,9,-2,-1,-2,1,2,1,2,3,4,37,-10,0,8,43,11,0,-11,-1,-1,3,-3,-2,-2,-1,1,1,-1,0,2,26,2,2,2,15,-5,4,-5,1,-9,6,1,1,0,2,1,0,3,3,2
44000,大分県,61000,日本人移動者,47000,沖縄県,55,2,4,3,11,17,1,-12,12,17,-9,3,1,1,4,0,0,-1,1,0,20,0,2,5,2,11,-5,-10,3,14,-4,-1,-1,0,4,0,0,0,0,0,35,2,2,-2,9,6,6,-2,9,3,-5,4,2,1,0,0,0,-1,1,0
44000,大分県,61000,日本人移動者,48000,東京圏,-425,81,22,-6,-183,-710,-93,33,51,25,39,65,84,59,66,28,12,5,-5,2,-217,32,6,-5,-87,-379,-51,11,18,24,27,38,39,32,49,19,7,8,-5,0,-208,49,16,-1,-96,-331,-42,22,33,1,12,27,45,27,17,9,5,-3,0,2
44000,大分県,61000,日本人移動者,49000,名古屋圏,11,21,15,4,-53,-76,5,-17,35,14,16,23,7,14,16,9,-6,-7,-5,-4,8,15,11,4,-34,-56,3,-23,24,11,6,17,0,10,16,9,1,-5,-1,0,3,6,4,0,-19,-20,2,6,11,3,10,6,7,4,0,0,-7,-2,-4,-4
44000,大分県,61000,日本人移動者,50000,大阪圏,-156,19,1,7,-125,-231,1,25,44,27,-1,14,25,25,14,12,5,2,-13,-7,-82,-4,-3,2,-62,-126,4,10,22,12,9,10,10,12,12,10,2,0,0,-2,-74,23,4,5,-63,-105,-3,15,22,15,-10,4,15,13,2,2,3,2,-13,-5
44000,大分県,61000,日本人移動者,100,21大都市計,-1367,108,-36,-35,-467,-1224,-181,19,57,11,39,59,85,115,84,31,4,-2,-29,-5,-546,61,-25,-19,-205,-540,-99,9,8,13,49,20,27,60,60,27,7,7,-4,-2,-821,47,-11,-16,-262,-684,-82,10,49,-2,-10,39,58,55,24,4,-3,-9,-25,-3
44000,大分県,61000,日本人移動者,1100,札幌市,10,2,3,0,2,-4,-5,5,1,2,0,2,3,0,0,-2,0,0,0,1,6,1,0,0,0,-3,-3,5,3,0,1,1,2,-1,0,-1,0,1,0,0,4,1,3,0,2,-1,-2,0,-2,2,-1,1,1,1,0,-1,0,-1,0,1
44000,大分県,61000,日本人移動者,4100,仙台市,-13,-3,-3,0,-2,-2,-1,0,-4,1,-2,4,0,1,-1,0,-1,0,0,0,-8,-1,-2,0,-1,-3,-1,0,-2,1,-1,4,0,0,-1,-1,0,0,0,0,-5,-2,-1,0,-1,1,0,0,-2,0,-1,0,0,1,0,1,-1,0,0,0
44000,大分県,61000,日本人移動者,11100,さいたま市,-10,0,-2,-4,-3,-7,6,-4,-2,-4,1,6,1,1,2,-2,0,-1,1,1,3,1,0,-2,-2,-7,7,-1,1,-3,3,5,-1,1,1,-1,0,0,0,1,-13,-1,-2,-2,-1,0,-1,-3,-3,-1,-2,1,2,0,1,-1,0,-1,1,0
44000,大分県,61000,日本人移動者,12100,千葉市,4,6,0,-1,-6,-11,1,3,-1,-1,2,0,3,3,3,2,1,2,-2,0,8,2,-1,-1,-4,-3,1,2,1,-2,4,-2,3,2,3,1,1,2,-1,0,-4,4,1,0,-2,-8,0,1,-2,1,-2,2,0,1,0,1,0,0,-1,0
44000,大分県,61000,日本人移動者,13100,東京都特別区部,-233,40,4,1,-65,-341,-55,21,35,21,10,20,18,25,21,7,4,4,-2,-1,-130,15,-2,-1,-17,-171,-38,0,20,13,4,10,6,11,12,8,0,2,-1,-1,-103,25,6,2,-48,-170,-17,21,15,8,6,10,12,14,9,-1,4,2,-1,0
44000,大分県,61000,日本人移動者,14100,横浜市,-67,5,-2,-3,-6,-85,-10,2,2,-1,1,7,13,2,10,3,0,-3,-2,0,-36,4,2,-2,-2,-45,-5,3,-5,1,-4,3,6,1,8,0,-1,0,0,0,-31,1,-4,-1,-4,-40,-5,-1,7,-2,5,4,7,1,2,3,1,-3,-2,0
44000,大分県,61000,日本人移動者,14130,川崎市,-12,16,-2,1,-16,-57,-1,7,7,1,2,13,4,6,4,3,0,0,0,0,-15,9,-2,-1,-11,-38,-2,8,-1,3,3,8,2,2,4,2,0,0,0,-1,3,7,0,2,-5,-19,1,-1,8,-2,-1,5,2,4,0,1,0,0,0,1
44000,大分県,61000,日本人移動者,14150,相模原市,6,6,-1,1,-2,-10,-5,6,5,-1,0,2,2,2,0,1,0,0,0,0,4,4,0,1,0,-4,-4,1,2,-1,1,2,0,1,0,0,1,0,0,0,2,2,-1,0,-2,-6,-1,5,3,0,-1,0,2,1,0,1,-1,0,0,0
44000,大分県,61000,日本人移動者,15100,新潟市,8,1,0,1,2,2,-2,-2,0,1,1,1,2,1,0,0,0,0,0,0,3,1,0,1,1,-1,-1,-1,0,1,0,1,1,1,-1,0,0,0,0,0,5,0,0,0,1,3,-1,-1,0,0,1,0,1,0,1,0,0,0,0,0
44000,大分県,61000,日本人移動者,22100,静岡市,-18,-6,1,0,0,-6,0,0,-4,0,0,0,-1,-2,0,0,0,0,0,0,-11,-3,0,0,-2,-4,1,0,-2,1,0,0,0,-2,0,0,0,0,0,0,-7,-3,1,0,2,-2,-1,0,-2,-1,0,0,-1,0,0,0,0,0,0,0
44000,大分県,61000,日本人移動者,22130,浜松市,-12,-5,-3,2,0,-3,1,0,-3,-2,-2,4,-3,1,0,1,0,0,0,0,-2,-1,-1,1,-1,-1,2,0,0,-1,-1,2,-2,0,0,1,0,0,0,0,-10,-4,-2,1,1,-2,-1,0,-3,-1,-1,2,-1,1,0,0,0,0,0,0
44000,大分県,61000,日本人移動者,23100,名古屋市,-2,1,-3,1,-4,-25,0,-1,9,-5,2,11,3,5,7,2,0,-2,0,-3,10,3,-2,0,-4,-13,3,-2,10,-1,0,5,1,2,7,2,1,-2,0,0,-12,-2,-1,1,0,-12,-3,1,-1,-4,2,6,2,3,0,0,-1,0,0,-3
44000,大分県,61000,日本人移動者,26100,京都市,-42,5,-2,3,-27,-40,6,6,1,5,3,-3,-2,1,4,0,1,-1,-1,-1,-27,2,0,1,-15,-20,2,0,2,3,0,-1,-2,1,2,-1,0,-1,0,0,-15,3,-2,2,-12,-20,4,6,-1,2,3,-2,0,0,2,1,1,0,-1,-1
44000,大分県,61000,日本人移動者,27100,大阪市,-53,10,0,0,-25,-81,-18,7,13,2,11,7,12,4,-1,0,5,3,-2,0,-33,2,-3,0,-8,-37,-19,3,3,3,7,3,6,2,1,3,0,1,0,0,-20,8,3,0,-17,-44,1,4,10,-1,4,4,6,2,-2,-3,5,2,-2,0
44000,大分県,61000,日本人移動者,27140,堺市,-13,-1,-1,2,-8,-3,-4,-3,-3,1,2,3,1,1,4,-1,0,-1,-2,0,-9,-2,-1,1,-4,-8,0,-1,-3,1,3,2,1,0,3,0,-1,0,0,0,-4,1,0,1,-4,5,-4,-2,0,0,-1,1,0,1,1,-1,1,-1,-2,0
44000,大分県,61000,日本人移動者,28100,神戸市,-20,5,2,-2,-6,-19,0,-8,3,7,-1,-3,-4,2,-1,1,3,1,-1,1,-15,2,0,-2,2,-11,-1,-7,2,3,-1,-3,-2,1,-1,0,2,1,0,0,-5,3,2,0,-8,-8,1,-1,1,4,0,0,-2,1,0,1,1,0,-1,1
44000,大分県,61000,日本人移動者,33100,岡山市,-24,-1,-1,-1,-6,-4,-4,-5,1,-3,3,-2,1,0,-1,0,0,-1,0,0,-10,-1,0,0,-1,-4,-2,-2,0,-3,4,-1,1,0,-1,0,0,0,0,0,-14,0,-1,-1,-5,0,-2,-3,1,0,-1,-1,0,0,0,0,0,-1,0,0
44000,大分県,61000,日本人移動者,34100,広島市,3,9,3,2,-16,-15,-1,16,4,5,-10,2,3,2,-1,1,1,0,-1,-1,4,9,5,-1,-13,-14,2,11,2,1,-4,-1,2,0,0,1,2,2,0,0,-1,0,-2,3,-3,-1,-3,5,2,4,-6,3,1,2,-1,0,-1,-2,-1,-1
44000,大分県,61000,日本人移動者,40100,北九州市,-51,7,3,-7,-62,-53,35,3,-6,6,-3,-13,10,13,14,9,-2,0,-7,2,12,-1,0,-6,-26,-6,21,7,-1,3,0,-12,0,11,12,7,2,3,-2,0,-63,8,3,-1,-36,-47,14,-4,-5,3,-3,-1,10,2,2,2,-4,-3,-5,2
44000,大分県,61000,日本人移動者,40130,福岡市,-734,10,-28,-20,-193,-456,-115,-16,6,-9,9,16,14,37,18,10,-5,-1,-7,-4,-266,15,-22,-6,-83,-156,-55,-1,-13,-1,9,12,0,19,9,8,0,-1,0,0,-468,-5,-6,-14,-110,-300,-60,-15,19,-8,0,4,14,18,9,2,-5,0,-7,-4
44000,大分県,61000,日本人移動者,43100,熊本市,-94,1,-4,-11,-24,-4,-9,-18,-7,-15,10,-18,5,10,2,-4,-3,-2,-3,0,-34,0,4,-2,-14,9,-7,-16,-11,-9,21,-18,3,8,2,-2,0,-1,0,-1,-60,1,-8,-9,-10,-13,-2,-2,4,-6,-11,0,2,2,0,-2,-3,-1,-3,1
45000,宮崎県,61000,日本人移動者,0,全国,-1446,214,72,46,-1646,-1471,51,326,263,184,113,65,99,164,103,67,21,-42,-38,-37,-428,77,52,30,-894,-527,-30,206,143,154,47,29,58,94,93,46,17,8,-18,-13,-1018,137,20,16,-752,-944,81,120,120,30,66,36,41,70,10,21,4,-50,-20,-24
45000,宮崎県,61000,日本人移動者,1000,北海道,42,-4,14,-1,3,20,21,-12,3,3,-1,-13,4,1,4,-2,3,-1,0,0,47,0,5,3,2,18,22,-7,-1,5,-3,-9,4,3,4,-2,2,1,0,0,-5,-4,9,-4,1,2,-1,-5,4,-2,2,-4,0,-2,0,0,1,-2,0,0
45000,宮崎県,61000,日本人移動者,2000,青森県,10,-5,2,4,2,5,3,-1,-1,3,-2,0,-1,0,1,0,0,0,0,0,5,-1,0,1,2,3,0,1,0,1,-3,0,0,0,1,0,0,0,0,0,5,-4,2,3,0,2,3,-2,-1,2,1,0,-1,0,0,0,0,0,0,0
45000,宮崎県,61000,日本人移動者,3000,岩手県,11,2,0,0,-2,3,4,6,0,1,-1,-1,0,-1,0,0,0,0,0,0,6,2,0,0,0,2,2,1,1,0,-2,0,0,0,0,0,0,0,0,0,5,0,0,0,-2,1,2,5,-1,1,1,-1,0,-1,0,0,0,0,0,0
45000,宮崎県,61000,日本人移動者,4000,宮城県,-39,5,2,-1,-3,-15,-50,7,4,2,-1,3,7,1,0,0,1,-1,0,0,-44,4,2,-1,-2,-13,-47,4,2,2,-3,1,6,0,-1,1,1,0,0,0,5,1,0,0,-1,-2,-3,3,2,0,2,2,1,1,1,-1,0,-1,0,0
45000,宮崎県,61000,日本人移動者,5000,秋田県,3,0,0,0,-1,2,0,-1,2,2,0,0,-1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,-1,0,1,0,0,0,0,0,0,0,0,0,0
45000,宮崎県,61000,日本人移動者,6000,山形県,3,2,2,0,-2,0,-3,-2,2,1,2,0,0,1,0,0,0,0,0,0,6,2,1,0,-1,1,0,-1,1,1,1,0,0,1,0,0,0,0,0,0,-3,0,1,0,-1,-1,-3,-1,1,0,1,0,0,0,0,0,0,0,0,0
45000,宮崎県,61000,日本人移動者,7000,福島県,11,6,3,0,-1,-4,2,3,5,-1,1,-3,-2,1,2,0,-1,0,0,0,2,2,3,0,-1,-3,4,1,2,-2,1,-2,-4,0,2,0,-1,0,0,0,9,4,0,0,0,-1,-2,2,3,1,0,-1,2,1,0,0,0,0,0,0
45000,宮崎県,61000,日本人移動者,8000,茨城県,-26,0,0,0,-20,-2,-9,4,0,-2,6,-1,0,-4,0,4,-1,-1,1,-1,-13,2,-1,0,-8,-1,-7,3,0,-2,5,0,-1,-4,1,0,0,0,0,0,-13,-2,1,0,-12,-1,-2,1,0,0,1,-1,1,0,-1,4,-1,-1,1,-1
45000,宮崎県,61000,日本人移動者,9000,栃木県,39,4,6,2,-7,3,1,6,9,0,2,3,11,0,-1,1,0,-1,0,0,20,-1,4,2,-5,-1,2,4,6,1,-1,3,6,1,0,0,0,-1,0,0,19,5,2,0,-2,4,-1,2,3,-1,3,0,5,-1,-1,1,0,0,0,0
45000,宮崎県,61000,日本人移動者,10000,群馬県,9,-3,1,0,-8,4,1,-4,1,3,5,5,1,0,1,2,0,0,0,0,7,-2,0,0,-4,2,2,-4,0,2,3,4,2,-1,1,2,0,0,0,0,2,-1,1,0,-4,2,-1,0,1,1,2,1,-1,1,0,0,0,0,0,0
45000,宮崎県,61000,日本人移動者,11000,埼玉県,16,15,9,4,-46,-34,-4,19,17,8,2,11,7,5,8,2,2,-4,-3,-2,46,11,7,1,-16,-6,-3,14,9,10,2,4,3,3,6,0,2,-1,0,0,-30,4,2,3,-30,-28,-1,5,8,-2,0,7,4,2,2,2,0,-3,-3,-2
45000,宮崎県,61000,日本人移動者,12000,千葉県,-60,18,6,5,-65,-63,-1,20,3,11,1,4,11,5,-2,1,-1,0,-8,-5,-27,12,6,2,-45,-37,-6,13,2,5,-3,4,12,5,1,5,-1,2,-3,-1,-33,6,0,3,-20,-26,5,7,1,6,4,0,-1,0,-3,-4,0,-2,-5,-4
45000,宮崎県,61000,日本人移動者,13000,東京都,-330,43,7,11,-278,-427,1,72,68,27,30,19,32,28,15,25,10,-5,-5,-3,-124,12,6,0,-152,-187,-5,54,34,26,3,16,23,16,11,16,6,0,-1,-2,-206,31,1,11,-126,-240,6,18,34,1,27,3,9,12,4,9,4,-5,-4,-1
45000,宮崎県,61000,日本人移動者,14000,神奈川県,-217,5,2,-7,-148,-189,-2,0,17,12,23,13,17,24,16,7,0,0,-3,-4,-105,-2,12,-4,-97,-95,-12,-1,10,12,13,13,9,21,11,3,1,1,-1,1,-112,7,-10,-3,-51,-94,10,1,7,0,10,0,8,3,5,4,-1,-1,-2,-5
45000,宮崎県,61000,日本人移動者,15000,新潟県,3,2,-3,-1,-10,5,4,-1,1,4,0,0,-2,2,2,0,1,-1,0,0,5,2,-2,-1,-3,3,-3,0,1,3,0,1,-1,1,2,1,1,0,0,0,-2,0,-1,0,-7,2,7,-1,0,1,0,-1,-1,1,0,-1,0,-1,0,0
45000,宮崎県,61000,日本人移動者,16000,富山県,3,1,0,0,-1,-2,-1,3,0,0,0,1,0,0,1,0,0,1,0,0,4,1,0,0,-1,0,1,2,-1,-1,0,1,0,0,1,0,0,1,0,0,-1,0,0,0,0,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,0
45000,宮崎県,61000,日本人移動者,17000,石川県,13,-5,3,3,-7,1,-10,2,3,6,2,6,1,2,4,0,0,0,2,0,1,-3,0,2,-4,1,-9,3,3,0,0,4,1,1,2,0,0,0,0,0,12,-2,3,1,-3,0,-1,-1,0,6,2,2,0,1,2,0,0,0,2,0
45000,宮崎県,61000,日本人移動者,18000,福井県,8,1,1,0,-1,-1,2,-1,2,0,0,-1,1,0,1,2,1,1,0,0,2,0,0,0,0,-2,0,0,0,0,1,-1,1,0,0,2,0,1,0,0,6,1,1,0,-1,1,2,-1,2,0,-1,0,0,0,1,0,1,0,0,0
45000,宮崎県,61000,日本人移動者,19000,山梨県,-19,-2,0,0,-7,-5,3,-4,1,-2,-1,3,-3,-1,1,0,-1,-1,0,0,-8,-1,0,0,-3,-4,2,-1,1,-1,-1,3,-2,-1,0,0,0,0,0,0,-11,-1,0,0,-4,-1,1,-3,0,-1,0,0,-1,0,1,0,-1,-1,0,0
45000,宮崎県,61000,日本人移動者,20000,長野県,0,0,0,2,1,-3,-9,2,-1,3,-1,3,6,2,0,-1,-1,-2,-1,0,4,-1,0,0,2,2,-3,0,0,2,-2,1,6,0,-1,0,-1,-1,0,0,-4,1,0,2,-1,-5,-6,2,-1,1,1,2,0,2,1,-1,0,-1,-1,0
45000,宮崎県,61000,日本人移動者,21000,岐阜県,19,0,-1,2,-3,7,4,-1,5,8,3,-3,0,1,2,-2,1,-2,-1,-1,19,2,-1,1,-2,9,-1,4,2,7,1,-2,1,0,1,-1,0,-1,-1,0,0,-2,0,1,-1,-2,5,-5,3,1,2,-1,-1,1,1,-1,1,-1,0,-1
45000,宮崎県,61000,日本人移動者,22000,静岡県,68,-3,2,6,7,14,22,2,3,5,7,-2,2,5,0,0,0,-1,0,-1,71,1,3,3,5,21,22,4,2,4,4,-1,2,3,0,0,-1,0,0,-1,-3,-4,-1,3,2,-7,0,-2,1,1,3,-1,0,2,0,0,1,-1,0,0
45000,宮崎県,61000,日本人移動者,23000,愛知県,67,35,19,12,-115,-33,2,58,17,20,4,6,13,25,8,13,-5,-2,-10,0,17,13,5,7,-97,-21,6,33,12,20,1,5,5,15,8,6,0,1,-3,1,50,22,14,5,-18,-12,-4,25,5,0,3,1,8,10,0,7,-5,-3,-7,-1
45000,宮崎県,61000,日本人移動者,24000,三重県,-19,-2,-1,-1,-7,-20,5,1,1,8,-3,3,1,4,-3,1,1,-2,-2,-3,-10,1,-2,-1,-2,-14,1,-2,1,5,-2,2,1,2,-2,2,1,0,-1,0,-9,-3,1,0,-5,-6,4,3,0,3,-1,1,0,2,-1,-1,0,-2,-1,-3
45000,宮崎県,61000,日本人移動者,25000,滋賀県,-2,0,-6,2,-13,6,14,1,-3,6,-4,-1,1,-1,-1,2,1,-2,-2,-2,-4,-1,-4,3,-10,8,5,4,-2,1,-2,-2,-1,-1,-1,1,1,0,-2,-1,2,1,-2,-1,-3,-2,9,-3,-1,5,-2,1,2,0,0,1,0,-2,0,-1
45000,宮崎県,61000,日本人移動者,26000,京都府,-32,0,2,-4,-34,-34,18,17,-3,2,-2,-2,-1,6,1,-1,-2,1,2,2,1,-3,0,-2,-13,2,7,5,1,1,-3,0,-1,3,3,1,0,0,0,0,-33,3,2,-2,-21,-36,11,12,-4,1,1,-2,0,3,-2,-2,-2,1,2,2
45000,宮崎県,61000,日本人移動者,27000,大阪府,-12,25,9,15,-113,-76,-5,27,40,18,-1,5,4,26,15,4,1,-5,5,-6,40,7,5,13,-53,-12,-8,17,21,11,6,4,0,15,16,1,2,-1,1,-5,-52,18,4,2,-60,-64,3,10,19,7,-7,1,4,11,-1,3,-1,-4,4,-1
45000,宮崎県,61000,日本人移動者,28000,兵庫県,-27,0,-5,7,-38,-44,-19,-4,19,10,6,20,8,12,-2,1,1,0,2,-1,26,0,4,5,-22,-7,-9,-2,16,4,6,15,4,9,2,-1,1,1,0,0,-53,0,-9,2,-16,-37,-10,-2,3,6,0,5,4,3,-4,2,0,-1,2,-1
45000,宮崎県,61000,日本人移動者,29000,奈良県,10,0,1,0,-6,0,0,6,1,-2,2,-1,-1,0,1,3,3,3,0,0,12,0,0,0,-3,4,4,2,1,1,2,-1,-1,0,0,0,1,2,0,0,-2,0,1,0,-3,-4,-4,4,0,-3,0,0,0,0,1,3,2,1,0,0
45000,宮崎県,61000,日本人移動者,30000,和歌山県,0,1,0,1,-2,-8,0,1,-3,-1,4,4,-2,1,1,1,1,0,1,0,-2,1,0,1,-4,-2,0,0,-2,0,1,2,-2,-1,1,1,1,1,0,0,2,0,0,0,2,-6,0,1,-1,-1,3,2,0,2,0,0,0,-1,1,0
45000,宮崎県,61000,日本人移動者,31000,鳥取県,10,2,2,0,-3,1,0,2,4,-3,-1,2,2,0,2,0,0,0,0,0,6,-2,0,0,-3,6,1,0,2,-1,-1,3,1,0,0,0,0,0,0,0,4,4,2,0,0,-5,-1,2,2,-2,0,-1,1,0,2,0,0,0,0,0
45000,宮崎県,61000,日本人移動者,32000,島根県,8,3,0,-1,1,6,-1,4,0,0,-1,0,0,-1,-2,0,0,1,0,-1,2,2,0,-1,0,4,-2,0,1,0,0,0,0,-1,-1,0,0,0,0,0,6,1,0,0,1,2,1,4,-1,0,-1,0,0,0,-1,0,0,1,0,-1
45000,宮崎県,61000,日本人移動者,33000,岡山県,-13,3,2,0,-10,-2,8,4,3,-4,-10,2,0,-2,-1,-2,1,-4,-1,0,-15,4,0,-2,-7,-4,-1,4,3,-2,-7,0,-1,0,0,0,1,-2,-1,0,2,-1,2,2,-3,2,9,0,0,-2,-3,2,1,-2,-1,-2,0,-2,0,0
45000,宮崎県,61000,日本人移動者,34000,広島県,-6,2,4,8,-34,-4,0,2,7,4,1,-2,-2,1,4,4,0,1,0,-2,2,0,1,3,-13,2,4,0,6,1,-1,-4,-1,0,1,2,0,1,0,0,-8,2,3,5,-21,-6,-4,2,1,3,2,2,-1,1,3,2,0,0,0,-2
45000,宮崎県,61000,日本人移動者,35000,山口県,-33,-1,6,5,-60,-7,2,0,14,-2,4,-2,3,1,5,-1,1,0,0,-1,-24,-1,5,1,-38,-4,1,1,6,-3,2,0,3,0,2,-1,0,1,1,0,-9,0,1,4,-22,-3,1,-1,8,1,2,-2,0,1,3,0,1,-1,-1,-1
45000,宮崎県,61000,日本人移動者,36000,徳島県,6,2,2,0,-1,-2,2,-1,5,-3,-3,1,0,1,1,0,1,0,0,1,-2,0,1,1,-1,-1,1,0,1,-3,-2,0,0,0,1,0,0,0,0,0,8,2,1,-1,0,-1,1,-1,4,0,-1,1,0,1,0,0,1,0,0,1
45000,宮崎県,61000,日本人移動者,37000,香川県,28,4,3,2,-1,-1,5,4,2,1,-2,4,4,2,1,0,-1,0,1,0,10,1,1,1,-3,2,0,1,1,-1,0,3,3,0,1,0,0,0,0,0,18,3,2,1,2,-3,5,3,1,2,-2,1,1,2,0,0,-1,0,1,0
45000,宮崎県,61000,日本人移動者,38000,愛媛県,2,6,-1,-2,3,-5,-6,3,0,2,2,4,1,-3,-1,-1,2,-2,0,0,0,2,-1,0,2,-4,-5,3,0,4,0,1,0,-2,0,-1,1,0,0,0,2,4,0,-2,1,-1,-1,0,0,-2,2,3,1,-1,-1,0,1,-2,0,0
45000,宮崎県,61000,日本人移動者,39000,高知県,-9,-1,-1,0,-3,2,0,0,2,-3,1,-3,-2,-1,0,0,1,-1,0,0,-12,-1,0,-1,-2,-1,-2,1,0,-1,1,-4,-1,-1,0,0,0,0,0,0,3,0,-1,1,-1,3,2,-1,2,-2,0,1,-1,0,0,0,1,-1,0,0
45000,宮崎県,61000,日本人移動者,40000,福岡県,-948,26,-38,-23,-476,-425,-32,9,0,9,7,-23,4,19,14,10,-3,-5,-12,-9,-441,-8,-15,-8,-243,-147,-41,9,-2,6,12,-29,4,14,13,7,-2,-2,-3,-6,-507,34,-23,-15,-233,-278,9,0,2,3,-5,6,0,5,1,3,-1,-3,-9,-3
45000,宮崎県,61000,日本人移動者,41000,佐賀県,-40,4,-3,0,-21,-13,-4,6,-15,-9,10,0,-1,0,6,1,0,0,-1,0,-34,-1,-5,-2,-14,-4,-7,4,-9,-6,5,-1,0,1,3,2,0,0,0,0,-6,5,2,2,-7,-9,3,2,-6,-3,5,1,-1,-1,3,-1,0,0,-1,0
