Name,categories,Country,2016,2017,2018,2019,2020
Azerbaijan,Expenditure on hospital services,AZ,0.6022,0.4865,0.4376,0.469,
Azerbaijan,Expenditure on housing,AZ,0.0,0.0,0.0,0.0,
Azerbaijan,Expenditure on housing & community amenities,AZ,0.7879,0.4278,0.5544,0.4214,
Azerbaijan,Expenditure on housing development,AZ,0.1913,0.0638,0.1146,0.0636,
Azerbaijan,Expenditure on law courts,AZ,0.185,0.1614,0.1481,0.1633,
Azerbaijan,"Expenditure on medical products, appliances, & equip",AZ,0.0,0.0,0.0,0.0,
Azerbaijan,Expenditure on military defense,AZ,3.4408,1.781,1.632,1.7935,
Azerbaijan,"Expenditure on mining, manufacturing, & construction",AZ,0.1043,0.1194,0.0,0.0002,
Azerbaijan,Expenditure on old age,AZ,5.0585,4.6961,4.4172,4.5993,
Azerbaijan,Expenditure on outpatient services,AZ,0.1825,0.1544,0.132,0.1442,
Azerbaijan,Expenditure on police services,AZ,1.524,1.3456,1.3249,1.4517,
Azerbaijan,Expenditure on pollution abatement,AZ,0.0,0.0,0.0,0.0,
Azerbaijan,Expenditure on post-secondary non-tertiary education,AZ,0.0,0.0,0.0,0.0,
Azerbaijan,Expenditure on pre-primary & primary education,AZ,0.2707,0.2216,0.2148,0.2663,
Azerbaijan,Expenditure on prisons,AZ,0.0,0.0,0.0,0.0,
Azerbaijan,Expenditure on public health services,AZ,0.0109,0.0098,0.0086,0.0089,
Azerbaijan,Expenditure on public order & safety,AZ,2.1173,1.8991,1.8923,2.0928,
Azerbaijan,"Expenditure on recreation, culture, & religion",AZ,1.1545,0.3751,0.3906,0.4281,
Azerbaijan,Expenditure on recreational & sporting services,AZ,0.7406,0.055,0.0905,0.0817,
Azerbaijan,Expenditure on religious & community services,AZ,0.0,0.0007,0.0006,0.0004,
Azerbaijan,Expenditure on secondary education,AZ,1.8443,1.4767,1.4495,1.6642,
Azerbaijan,Expenditure on sickness  & disability,AZ,0.0844,0.0773,0.0365,0.0397,
Azerbaijan,Expenditure on social protection,AZ,7.7749,6.6153,5.9737,6.4328,
Azerbaijan,Expenditure on street lighting,AZ,0.0258,0.0243,0.0221,0.0236,
Azerbaijan,Expenditure on subsidiary services to education,AZ,0.0,0.0,0.0,0.0,
Azerbaijan,Expenditure on survivors,AZ,0.0005,0.0004,0.0002,0.0002,
Azerbaijan,Expenditure on tertiary education,AZ,0.4306,0.3462,0.3064,0.3363,
Azerbaijan,Expenditure on transport,AZ,0.7083,0.616,0.3782,0.1725,
Azerbaijan,Expenditure on unemployment,AZ,0.028,0.3863,0.0025,0.0034,
Azerbaijan,Expenditure on waste management,AZ,0.0,0.0,0.0,0.0,
Azerbaijan,Expenditure on waste water management,AZ,0.0,0.0,0.0,0.0,
Azerbaijan,Expenditure on water supply,AZ,0.1274,0.0128,0.0395,0.0056,
Belarus,Expenditure,BY,40.4607,41.3914,40.5692,40.7025,42.4039
Belarus,"Expenditure on agriculture, fishing, forestry, & hunting",BY,2.4175,2.0597,1.8404,2.1206,1.9868
Belarus,Expenditure on biodiversity & landscape protection,BY,0.0,0.0,0.0,0.0,0.0
Belarus,Expenditure on broadcasting & publishing ,BY,0.1278,0.1235,0.1494,0.1439,0.1338
Belarus,Expenditure on civil defense,BY,0.0,0.0,0.0,0.0515,0.053
Belarus,Expenditure on communication,BY,0.0492,0.0361,0.0355,0.0368,0.0584
Belarus,Expenditure on community development,BY,1.6392,0.8113,0.7011,0.7206,0.6623
Belarus,Expenditure on cultural services,BY,0.479,0.4888,0.5021,0.4603,0.4599
Belarus,Expenditure on defense,BY,1.1605,1.1637,1.3746,1.1696,1.1802
Belarus,Expenditure on economic affairs,BY,5.0454,5.4834,5.5372,5.2262,4.9049
Belarus,"Expenditure on economic, commercial, & labour affairs",BY,0.0038,0.0041,0.0045,0.004,0.0046
Belarus,Expenditure on education,BY,5.4937,5.3721,5.3811,5.3232,5.4575
Belarus,Expenditure on education not definable by level,BY,0.0,0.0,0.0,0.0,0.0
Belarus,Expenditure on environment protection,BY,0.0917,0.0975,0.1052,0.0949,0.106
Belarus,Expenditure on family & children,BY,,,,,0.2305
Belarus,Expenditure on fire protection services,BY,0.3053,0.3044,0.3429,0.2917,0.3356
Belarus,Expenditure on foreign military aid,BY,0.0,0.0,0.0,0.0,0.0
Belarus,Expenditure on fuel & energy,BY,0.3327,0.4618,0.5133,0.405,0.347
Belarus,Expenditure on general public services,BY,3.4196,4.5541,4.0091,5.4797,5.8065
Belarus,Expenditure on health,BY,4.9212,4.9621,4.7138,4.5692,5.3787
Belarus,Expenditure on hospital services,BY,0.0,0.0,0.0,0.0,0.0
Belarus,Expenditure on housing,BY,,,,,0.3286
