Country,categories,2016,2017,2018,2019,2020
RS,Customs & other import duties,0.8044,0.8341,0.8604,0.8877,0.9503
RS,Taxes on payroll & workforce,0.0001,0.0001,0.0,0.0002,0.0
RS,Taxes on property,0.7694,0.7905,0.8094,0.8231,0.8486
RS,Taxes on goods & services,17.4107,17.4691,17.1254,17.3274,17.16
RS,Taxes on int trade & transactions,0.8045,0.8341,0.8604,0.8877,0.9503
RS,Social contributions,11.6632,11.9277,12.2299,12.6069,13.6038
RS,Grants revenue,0.1435,0.2679,1.0167,1.2496,0.5093
RS,Grants revenue from foreign govts,0.2528,0.3031,0.3203,0.3809,0.2232
RS,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
RS,Grants revenue from other gen govt,-0.1093,-0.0351,0.6964,0.8687,0.286
RS,Other revenue,10.4023,9.2481,9.0791,9.1205,8.5028
SC,Revenue,37.7167,36.1273,38.9739,,
SC,Tax revenue,31.715,31.9878,33.3067,,
SC,"Taxes on income, profits, & capital gains",11.1055,11.3283,12.6538,,
SC,Customs & other import duties,1.9223,1.3869,1.4797,,
SC,Taxes on payroll & workforce,0.0,0.0,0.0,,
SC,Taxes on property,0.0,0.0,0.587,,
SC,Taxes on goods & services,18.1602,18.8386,18.5862,,
SC,Taxes on int trade & transactions,1.9223,1.3869,1.4797,,
SC,Social contributions,0.0,0.0,0.0,,
SC,Grants revenue,1.254,0.9017,1.3053,,
SC,Grants revenue from foreign govts,0.0,0.0,0.0,,
SC,Grants revenue from int orgs,1.254,0.9017,1.3053,,
SC,Grants revenue from other gen govt,0.0,0.0,0.0,,
SC,Other revenue,4.7477,3.2378,4.3619,,
SG,Revenue,18.4836,20.1842,18.2332,21.0406,18.5568
SG,Tax revenue,13.3212,13.9871,13.0451,13.2395,13.0873
SG,"Taxes on income, profits, & capital gains",5.9817,6.7531,6.0676,6.3651,7.0307
SG,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
SG,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
SG,Taxes on property,0.99,0.9364,0.9168,0.9323,0.6668
SG,Taxes on goods & services,4.2325,3.9934,3.8451,3.8114,3.7908
SG,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
SG,Social contributions,0.0,0.0,0.0,0.0,0.0
SG,Grants revenue,0.0,0.0,0.0,0.0,0.0
SG,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
SG,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
SG,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
SG,Other revenue,5.1623,6.1971,5.1881,7.8011,5.4695
SK,Revenue,40.0767,38.0752,38.3119,38.8702,39.7066
SK,Tax revenue,18.6567,19.1177,19.1362,19.2308,19.4458
SK,"Taxes on income, profits, & capital gains",7.0032,7.0532,7.1288,7.059,7.1145
SK,Customs & other import duties,0.0001,0.0,0.0,0.0,0.0
SK,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
SK,Taxes on property,0.4292,0.4269,0.4131,0.4021,0.4782
SK,Taxes on goods & services,11.2242,11.6376,11.5943,11.7697,11.8531
SK,Taxes on int trade & transactions,0.0001,0.0,0.0,0.0,0.0
SK,Social contributions,14.3818,14.7947,14.9363,15.2446,15.8371
SK,Grants revenue,,,,,
SK,Grants revenue from foreign govts,,,,,
SK,Grants revenue from int orgs,,0.6526,0.9031,0.829,1.4104
SK,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
SK,Other revenue,,,,,
SI,Revenue,44.2437,44.017,44.2477,43.7548,43.6103
SI,Tax revenue,22.068,21.7206,21.8731,21.5258,20.5701
SI,"Taxes on income, profits, & capital gains",6.8399,6.8751,7.3006,7.2414,7.3166
SI,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
SI,Taxes on payroll & workforce,0.0489,0.0496,0.0472,0.0479,0.0461
SI,Taxes on property,0.5508,0.5474,0.5152,0.5256,0.5433
SI,Taxes on goods & services,14.6085,14.2292,13.9916,13.6922,12.6436
SI,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
SI,Social contributions,15.6702,15.6864,15.7129,15.9577,17.1746
SI,Grants revenue,,,,,
SI,Grants revenue from foreign govts,,,,,
SI,Grants revenue from int orgs,0.1632,0.3348,0.5266,0.5498,0.6247
SI,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
SI,Other revenue,,,,,
SO,Revenue,,7.4817,8.0095,9.6631,12.3602
SO,Tax revenue,,4.41,5.1202,5.0268,4.5329
SO,"Taxes on income, profits, & capital gains",,0.0929,0.1994,0.2387,0.2553
SO,Customs & other import duties,,2.8084,2.8352,2.5812,2.0529
SO,Taxes on payroll & workforce,,0.0552,0.0667,0.1133,0.1934
SO,Taxes on property,,0.0034,0.0195,0.0329,0.0546
SO,Taxes on goods & services,,1.2802,1.7916,1.4427,1.1871
SO,Taxes on int trade & transactions,,2.9713,3.0372,3.0795,2.8424
SO,Social contributions,,0.0,0.0,0.0,0.0
SO,Grants revenue,,2.5776,2.3192,3.1949,6.0939
SO,Grants revenue from foreign govts,,1.3711,0.635,0.7393,0.3069
SO,Grants revenue from int orgs,,1.2065,1.6842,2.4557,5.787
SO,Grants revenue from other gen govt,,0.0,0.0,0.0,0.0
SO,Other revenue,,0.4941,0.5702,1.4414,1.7334
ZA,Revenue,34.9429,46.1215,34.1458,34.8919,34.2891
ZA,Tax revenue,26.2493,26.1935,26.4394,26.5189,25.138
ZA,"Taxes on income, profits, & capital gains",13.9619,14.0149,13.7885,13.7855,13.008
ZA,Customs & other import duties,0.9395,0.9679,1.027,0.9705,0.8327
ZA,Taxes on payroll & workforce,0.3218,0.3153,0.3255,0.3298,0.2219
ZA,Taxes on property,1.193,1.2115,1.2983,1.3327,1.4696
ZA,Taxes on goods & services,9.8218,9.6688,9.9872,10.0855,9.5996
ZA,Taxes on int trade & transactions,0.9505,0.9834,1.0401,0.9852,0.8386
ZA,Social contributions,0.5696,0.5191,0.5408,0.5924,0.3842
ZA,Grants revenue,0.1604,11.6291,0.1351,0.1851,0.1806
ZA,Grants revenue from foreign govts,0.038,0.0283,0.0273,0.031,0.028
ZA,Grants revenue from int orgs,0.0164,0.0106,0.0044,0.0,0.0006
ZA,Grants revenue from other gen govt,0.1061,11.5902,0.1034,0.1541,0.152
ZA,Other revenue,7.9636,7.7798,7.0306,7.5955,8.5864
ES,Revenue,37.4842,37.5354,38.56,38.5822,40.7169
ES,Tax revenue,22.024,22.1817,22.7753,22.3125,22.8568
ES,"Taxes on income, profits, & capital gains",9.5083,9.7033,10.2179,10.0254,10.7876
ES,Customs & other import duties,0.0087,0.0086,0.0081,0.0078,0.0074
ES,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
ES,Taxes on property,1.9101,1.8057,1.764,1.7056,1.7892
ES,Taxes on goods & services,10.5969,10.6641,10.7853,10.5737,10.2726
ES,Taxes on int trade & transactions,0.0087,0.0086,0.0081,0.0078,0.0074
ES,Social contributions,12.1717,12.2587,12.4204,12.9106,14.4583
ES,Grants revenue,0.2765,0.3216,0.5527,0.4188,0.4917
ES,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
ES,Grants revenue from int orgs,0.2765,0.3216,0.5527,0.4188,0.4917
ES,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
ES,Other revenue,3.012,2.7734,2.8115,2.9403,2.9101
BY,Revenue,42.1508,43.515,44.6787,43.1754,40.762
BY,Tax revenue,25.121,24.166,25.0646,23.8003,22.2756
BY,"Taxes on income, profits, & capital gains",6.8501,7.1136,7.146,7.4163,6.677
BY,Customs & other import duties,1.0099,1.0676,1.0396,1.036,1.059
BY,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
BY,Taxes on property,1.6771,1.5276,1.4202,1.1929,0.9492
BY,Taxes on goods & services,12.8227,12.0342,11.8909,11.5649,11.7472
BY,Taxes on int trade & transactions,3.6143,3.3539,4.4977,3.5234,2.8048
BY,Social contributions,10.6276,10.406,10.5556,10.8103,10.9458
BY,Grants revenue,0.2568,1.1987,1.738,1.3345,0.4002
BY,Grants revenue from foreign govts,0.256,1.1862,1.7273,1.3176,0.382
BY,Grants revenue from int orgs,0.0008,0.0124,0.0108,0.0169,0.0181
BY,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
BY,Other revenue,6.1453,7.7444,7.3205,7.2303,7.1405
BE,Revenue,50.0264,50.6127,50.6311,49.4129,50.001
BE,Tax revenue,30.1271,30.7426,30.9412,29.8012,29.8214
BE,"Taxes on income, profits, & capital gains",15.5107,16.1619,16.2915,15.2442,15.4526
BE,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
BE,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
BE,Taxes on property,2.1913,2.1714,2.168,2.1115,2.1429
BE,Taxes on goods & services,12.4199,12.4043,12.4767,12.4406,12.2207
BE,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
BE,Social contributions,15.7184,15.6596,15.4878,15.4459,16.1618
BE,Grants revenue,0.1189,0.1213,0.1343,0.1497,0.1522
BE,Grants revenue from foreign govts,0.0178,0.0226,0.0292,0.0286,0.0294
BE,Grants revenue from int orgs,0.1011,0.0987,0.1051,0.1211,0.1228
BE,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
BE,Other revenue,4.062,4.0892,4.0678,4.016,3.8655
UG,Revenue,12.4984,12.7696,12.4742,13.9372,13.6548
UG,Tax revenue,10.7328,11.0872,11.1154,11.5994,11.0995
UG,"Taxes on income, profits, & capital gains",3.6446,3.7507,3.6516,3.9251,4.0719
UG,Customs & other import duties,1.2479,1.2555,1.3381,1.337,1.1559
UG,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
UG,Taxes on property,0.0097,0.0151,0.0144,0.0044,0.007
UG,Taxes on goods & services,5.7439,5.9588,6.0311,6.2353,5.774
UG,Taxes on int trade & transactions,1.2631,1.2678,1.3479,1.3518,1.1663
UG,Social contributions,0.0,0.0,0.0,0.0,0.0
UG,Grants revenue,0.8971,0.9047,0.5567,1.4808,1.0765
UG,Grants revenue from foreign govts,1.2641,0.8325,0.0,0.0,0.0
UG,Grants revenue from int orgs,0.0,0.2106,0.7382,1.4062,0.9007
UG,Grants revenue from other gen govt,-0.367,-0.1384,-0.1815,0.0746,0.1758
UG,Other revenue,0.8685,0.7778,0.8021,0.8571,1.4788
UA,Revenue,38.4784,40.2408,39.52,39.3728,39.9209
UA,Tax revenue,25.1424,25.819,26.0288,25.4412,25.6056
UA,"Taxes on income, profits, & capital gains",8.3427,8.6855,9.4397,9.8757,9.8662
UA,Customs & other import duties,0.8385,0.8012,0.746,0.7507,0.7205
UA,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
UA,Taxes on property,0.4091,0.4131,0.3882,0.4654,0.4479
UA,Taxes on goods & services,14.7859,15.0757,14.6742,13.4386,13.6506
UA,Taxes on int trade & transactions,0.8845,0.8373,0.7863,0.7748,0.7337
UA,Social contributions,5.7167,6.2133,6.5511,7.0138,7.1588
UA,Grants revenue,0.18,0.0583,0.0472,0.033,0.0316
UA,Grants revenue from foreign govts,0.004,0.0036,0.0034,0.0032,0.0035
UA,Grants revenue from int orgs,0.176,0.0547,0.0438,0.0298,0.0281
UA,Grants revenue from other gen govt,-0.0,0.0,0.0,0.0,0.0
UA,Other revenue,7.4392,8.1503,6.8928,6.8848,7.1249
AE,Revenue,30.7398,28.3281,30.81,31.0967,27.912
AE,Tax revenue,8.2813,11.4574,13.739,14.9156,11.4712
AE,"Taxes on income, profits, & capital gains",0.8828,0.9553,0.9546,0.8564,8.5508
AE,Customs & other import duties,0.7707,0.6563,0.514,0.5252,0.5094
AE,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
AE,Taxes on property,0.0168,0.0178,0.0167,0.013,0.0065
AE,Taxes on goods & services,6.5742,9.795,12.2212,13.4872,2.3742
AE,Taxes on int trade & transactions,0.78,0.6598,0.5157,0.528,0.5105
AE,Social contributions,0.3608,0.3264,0.3119,0.2992,0.9794
AE,Grants revenue,0.0,0.0,0.0,0.0,0.0
AE,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
AE,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
AE,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
AE,Other revenue,22.0978,16.5442,16.7591,15.882,15.4614
GB,Revenue,36.0379,36.6357,36.5417,36.2234,36.3468
GB,Tax revenue,26.5716,26.8762,26.8198,26.522,26.0082
GB,"Taxes on income, profits, & capital gains",11.506,11.6818,11.6009,11.3723,11.7089
GB,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
GB,Taxes on payroll & workforce,0.0,0.0878,0.1198,0.1226,0.1345
GB,Taxes on property,3.1538,3.1859,3.2348,3.2172,3.0496
GB,Taxes on goods & services,11.7087,11.7441,11.6802,11.6301,10.9556
GB,Taxes on int trade & transactions,0.0,0.0,0.0,0.0012,0.0115
GB,Social contributions,6.1314,6.2929,6.298,6.4395,6.7949
GB,Grants revenue,0.0147,0.0181,0.0068,0.0051,0.0034
GB,Grants revenue from foreign govts,0.0069,0.0051,0.004,0.0018,0.0
GB,Grants revenue from int orgs,0.0078,0.013,0.0028,0.0033,0.0034
GB,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
GB,Other revenue,3.3202,3.4485,3.4171,3.2568,3.5402
US,Revenue,31.1794,32.088,30.0745,30.1388,30.6702
US,Tax revenue,19.7085,20.6304,18.8108,19.0727,19.3657
US,"Taxes on income, profits, & capital gains",12.3727,12.0038,11.3667,11.6171,11.7113
US,Customs & other import duties,0.2008,0.1977,0.2596,0.3638,0.3285
US,Taxes on payroll & workforce,0.0101,0.0102,0.0104,0.0106,0.0162
US,Taxes on property,2.9217,4.2303,2.8909,2.9568,3.1161
US,Taxes on goods & services,4.1734,4.159,4.2505,4.0878,4.1538
US,Taxes on int trade & transactions,0.2008,0.1977,0.2596,0.3638,0.3285
US,Social contributions,6.6561,6.6943,6.6539,6.675,7.0094
US,Grants revenue,0.0044,0.0041,0.0035,0.006,0.0036
US,Grants revenue from foreign govts,0.0044,0.0041,0.0035,0.006,0.0036
US,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
US,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
US,Other revenue,4.8103,4.7592,4.6063,4.3851,4.2915
AL,Revenue,26.4543,27.7899,27.4959,27.4084,26.4761
AL,Tax revenue,18.3336,19.7904,19.6015,19.3876,18.4991
AL,"Taxes on income, profits, & capital gains",2.9464,4.1305,4.3591,4.7764,3.8595
AL,Customs & other import duties,0.4167,0.4186,0.3801,0.386,0.3881
AL,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
AL,Taxes on property,0.4167,0.5561,0.3369,0.3435,0.5491
AL,Taxes on goods & services,14.5307,14.666,14.4909,13.8484,13.671
AL,Taxes on int trade & transactions,0.4195,0.4201,0.3822,0.3884,0.3909
AL,Social contributions,5.2037,5.4907,5.5632,5.7429,5.9503
AL,Grants revenue,1.0292,0.7383,0.5249,0.5526,0.5668
AL,Grants revenue from foreign govts,0.0836,0.0174,0.0121,0.0172,0.0113
AL,Grants revenue from int orgs,0.9456,0.7209,0.5128,0.5354,0.5554
AL,Grants revenue from other gen govt,0.0,0.0,0.0,-0.0,0.0
AL,Other revenue,1.8878,1.7706,1.8063,1.7254,1.4599
BA,Revenue,42.7015,42.9602,43.0637,42.5493,43.4322
BA,Tax revenue,22.6106,22.7914,22.9889,22.7055,22.1614
BA,"Taxes on income, profits, & capital gains",3.2913,3.6634,3.7468,3.5823,3.6504
BA,Customs & other import duties,0.0132,0.0,0.0,0.002,0.0
BA,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
BA,Taxes on property,0.4055,0.3694,0.3579,0.3607,0.3477
BA,Taxes on goods & services,18.7567,18.6203,18.7599,18.6182,17.9886
BA,Taxes on int trade & transactions,0.0132,0.0,0.0158,0.0174,0.0172
BA,Social contributions,14.9622,15.0886,15.0753,15.1453,16.2041
BA,Grants revenue,0.1097,0.1279,0.1343,0.2932,0.2232
BA,Grants revenue from foreign govts,0.0862,0.0971,0.1184,0.2645,0.1966
BA,Grants revenue from int orgs,0.0234,0.0286,0.0159,0.0287,0.0266
BA,Grants revenue from other gen govt,-0.0,0.0022,0.0,0.0,0.0
BA,Other revenue,5.019,4.9523,4.8653,4.4053,4.8435
BR,Revenue,41.0095,39.7914,40.501,41.6753,38.7551
BR,Tax revenue,23.0636,23.1329,23.6738,23.607,23.0474
BR,"Taxes on income, profits, & capital gains",7.2288,6.965,7.0064,7.2307,7.0702
BR,Customs & other import duties,0.4994,0.4902,0.5793,0.5784,0.6132
BR,Taxes on payroll & workforce,0.3539,0.3452,0.3484,0.3272,0.3124
BR,Taxes on property,1.4783,1.4996,1.5434,1.591,1.6343
BR,Taxes on goods & services,13.5009,13.8318,14.1943,13.8784,13.4167
BR,Taxes on int trade & transactions,0.5016,0.4912,0.5811,0.5796,0.6139
BR,Social contributions,10.854,11.0166,10.8245,10.9495,10.7296
BR,Grants revenue,0.0004,0.0006,0.0012,0.0001,0.0024
BR,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
BR,Grants revenue from int orgs,0.0004,0.0006,0.0012,0.0001,0.0024
BR,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
BR,Other revenue,7.0916,5.6413,6.0015,7.1186,4.9757
BG,Revenue,35.1712,36.5347,38.7468,37.8122,38.2439
BG,Tax revenue,21.3005,21.4952,20.8456,21.4498,21.503
BG,"Taxes on income, profits, & capital gains",5.4115,5.7009,5.6303,5.6779,5.7461
BG,Customs & other import duties,0.0144,0.0137,0.0144,0.0111,0.009
BG,Taxes on payroll & workforce,0.0277,0.0291,0.0308,0.0145,0.024
BG,Taxes on property,0.5881,0.5763,0.5616,0.5439,0.5706
BG,Taxes on goods & services,15.081,15.0044,14.4333,15.0427,14.9882
BG,Taxes on int trade & transactions,0.0144,0.0137,0.0144,0.0111,0.009
BG,Social contributions,7.7468,8.2628,8.6694,8.8615,9.2755
BG,Grants revenue,,,,,
BG,Grants revenue from foreign govts,,,,,
BG,Grants revenue from int orgs,,,,,
BG,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
BG,Other revenue,,,,,
CV,Revenue,35.5097,,,,
CV,Tax revenue,19.3408,,,,
CV,"Taxes on income, profits, & capital gains",5.82,,,,
CV,Customs & other import duties,4.1094,,,,
CV,Taxes on payroll & workforce,0.0,,,,
CV,Taxes on property,0.6932,,,,
CV,Taxes on goods & services,8.7137,,,,
CV,Taxes on int trade & transactions,4.1094,,,,
CV,Social contributions,5.7061,,,,
CV,Grants revenue,2.9296,,,,
CV,Grants revenue from foreign govts,2.6624,,,,
CV,Grants revenue from int orgs,0.0242,,,,
CV,Grants revenue from other gen govt,0.243,,,,
CV,Other revenue,7.5332,,,,
KH,Revenue,,,,27.7078,
KH,Tax revenue,,,,21.6534,
KH,"Taxes on income, profits, & capital gains",,,,4.9698,
KH,Customs & other import duties,,,,2.589,
KH,Taxes on payroll & workforce,,,,0.0,
KH,Taxes on property,,,,0.1469,
KH,Taxes on goods & services,,,,13.8889,
KH,Taxes on int trade & transactions,,,,2.6333,
KH,Social contributions,,,,0.5065,
KH,Grants revenue,,,,2.0006,
KH,Grants revenue from foreign govts,,,,0.2619,
KH,Grants revenue from int orgs,,,,1.7386,
KH,Grants revenue from other gen govt,,,,-0.0,
KH,Other revenue,,,,3.5473,
CA,Revenue,40.3553,40.397,41.0757,40.7144,41.7113
CA,Tax revenue,28.5499,28.6263,29.0338,28.6597,29.697
CA,"Taxes on income, profits, & capital gains",16.1127,16.1074,16.6216,16.3405,17.3372
CA,Customs & other import duties,,,,,
CA,Taxes on payroll & workforce,0.6755,0.6681,0.665,0.7524,0.7867
CA,Taxes on property,3.9232,3.8681,3.7962,3.7481,4.0057
CA,Taxes on goods & services,7.5648,7.7174,7.6502,7.5779,7.3818
CA,Taxes on int trade & transactions,0.269,0.2608,0.2965,0.2371,0.1818
CA,Social contributions,4.8202,4.5571,4.583,4.6238,4.8198
CA,Grants revenue,0.0554,0.0539,0.0535,0.056,0.0645
CA,Grants revenue from foreign govts,,,,,
CA,Grants revenue from int orgs,,,,,
CA,Grants revenue from other gen govt,,,,,
CA,Other revenue,6.9298,7.1597,7.4055,7.3749,7.1301
CL,Revenue,22.6315,22.9853,23.9651,23.6489,22.0499
CL,Tax revenue,18.9548,19.0463,19.9164,19.5028,17.9246
CL,"Taxes on income, profits, & capital gains",7.034,7.7287,8.0793,8.2145,3.7014
CL,Customs & other import duties,0.1818,0.1714,0.1814,0.1637,0.1339
CL,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
CL,Taxes on property,0.6794,0.6845,0.7086,0.7522,0.94
CL,Taxes on goods & services,11.2039,11.4924,11.2704,11.1737,10.743
CL,Taxes on int trade & transactions,0.1818,0.1714,0.1814,0.1637,0.1339
CL,Social contributions,1.4407,1.4623,1.4605,1.5246,1.5503
CL,Grants revenue,0.0014,0.0022,0.0031,0.001,0.0001
CL,Grants revenue from foreign govts,0.0013,0.0022,0.0031,0.001,0.0001
CL,Grants revenue from int orgs,0.0001,0.0,0.0,0.0,0.0
CL,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
CL,Other revenue,2.2346,2.4744,2.5851,2.6205,2.5748
HK,Revenue,24.6045,25.7857,23.7883,23.3088,23.3505
HK,Tax revenue,13.5751,14.3104,13.8074,13.252,14.0507
HK,"Taxes on income, profits, & capital gains",8.1587,7.753,8.3268,8.2957,7.9056
HK,Customs & other import duties,0.0361,0.0376,0.0247,0.0141,0.015
HK,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
HK,Taxes on property,0.9757,0.9588,0.7336,0.8718,1.3157
HK,Taxes on goods & services,4.3002,5.4594,4.6201,3.9897,4.8144
HK,Taxes on int trade & transactions,0.0361,0.0376,0.0247,0.0141,0.015
HK,Social contributions,0.0,0.0,0.0,0.0,0.0
HK,Grants revenue,0.0,0.0,0.0,0.0,0.0
HK,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
HK,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
HK,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
HK,Other revenue,11.0295,11.4754,9.9809,10.0568,9.2998
MO,Revenue,30.2247,31.8751,31.3186,32.8512,28.9154
MO,Tax revenue,27.7663,28.9951,29.377,29.7395,22.7338
MO,"Taxes on income, profits, & capital gains",2.1388,1.9695,1.7549,2.1522,4.6255
MO,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
MO,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
MO,Taxes on property,0.2764,0.2605,0.2421,0.2378,0.4151
MO,Taxes on goods & services,25.182,26.5913,27.2071,27.2141,17.4452
MO,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
MO,Social contributions,0.0531,0.0946,0.0874,0.1069,0.2467
MO,Grants revenue,0.0,0.0,0.0,0.0,0.0
MO,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
MO,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
MO,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
MO,Other revenue,2.4052,2.7853,1.8542,3.0047,5.9348
CN,Revenue,28.1596,27.81,28.1478,27.2682,24.5405
CN,Tax revenue,18.8891,18.8458,18.5238,17.2766,16.2696
CN,"Taxes on income, profits, & capital gains",5.22,5.3178,5.372,4.814,4.6795
CN,Customs & other import duties,0.3555,0.3677,0.3164,0.2967,0.2553
CN,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
CN,Taxes on property,1.5282,1.4839,1.4269,1.405,1.3232
CN,Taxes on goods & services,11.426,11.2201,11.1196,10.5105,9.7559
CN,Taxes on int trade & transactions,0.3555,0.3677,0.3164,0.2967,0.2553
CN,Social contributions,4.8901,5.1168,6.2838,6.0554,4.7995
CN,Grants revenue,0.0,0.0,0.0,0.0,0.0
CN,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
CN,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
CN,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
CN,Other revenue,4.3804,3.8474,3.3403,3.9362,3.4714
CO,Revenue,29.0411,27.9862,29.1022,31.5414,29.4636
CO,Tax revenue,17.6278,18.4117,18.1523,18.7437,17.7334
CO,"Taxes on income, profits, & capital gains",6.3849,7.0683,7.1933,6.4632,6.3176
CO,Customs & other import duties,0.4683,0.412,0.3602,0.3612,0.3214
CO,Taxes on payroll & workforce,0.2459,0.3757,0.2793,0.2691,0.2743
CO,Taxes on property,1.4445,1.5191,1.1739,1.2858,1.3319
CO,Taxes on goods & services,8.7919,8.6643,8.8009,9.9962,9.2001
CO,Taxes on int trade & transactions,0.4849,0.4527,0.4013,0.4079,0.3403
CO,Social contributions,4.9079,1.9005,3.5277,3.6226,3.8365
CO,Grants revenue,0.0,0.0,0.0,0.0,0.0
CO,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
CO,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
CO,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
CO,Other revenue,6.5054,7.674,7.4222,9.175,7.8936
CR,Revenue,24.7201,24.4415,24.9816,25.7504,24.9768
CR,Tax revenue,14.205,13.975,13.8807,14.1598,13.0952
CR,"Taxes on income, profits, & capital gains",3.9382,4.0635,4.2197,4.4159,4.0689
CR,Customs & other import duties,0.5788,0.5217,0.4869,0.4364,0.4154
CR,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
CR,Taxes on property,0.8572,0.8741,0.9126,1.0365,0.8769
CR,Taxes on goods & services,7.8167,7.5136,7.27,7.365,7.1079
CR,Taxes on int trade & transactions,1.3999,1.3506,1.3219,1.2849,1.0255
CR,Social contributions,8.6399,8.3974,8.661,8.6954,8.8545
CR,Grants revenue,0.0003,0.005,0.0003,0.0014,0.0072
CR,Grants revenue from foreign govts,0.0003,0.005,0.0002,0.0004,0.0001
CR,Grants revenue from int orgs,0.0,0.0,0.0002,0.001,0.0071
CR,Grants revenue from other gen govt,0.0,0.0,-0.0,-0.0,-0.0
CR,Other revenue,1.8748,2.064,2.4396,2.8938,3.0199
CI,Revenue,,,14.2343,14.6683,14.4968
CI,Tax revenue,,,11.8056,12.0704,12.1358
CI,"Taxes on income, profits, & capital gains",,,3.2501,3.1231,3.1542
CI,Customs & other import duties,,,1.6284,1.5759,1.4407
CI,Taxes on payroll & workforce,,,0.0,0.0699,0.0712
CI,Taxes on property,,,0.5419,0.5687,0.534
CI,Taxes on goods & services,,,4.8078,4.9377,5.3455
CI,Taxes on int trade & transactions,,,3.1579,3.3028,2.962
CI,Social contributions,,,0.8701,0.8863,0.8884
CI,Grants revenue,,,0.9096,0.9652,0.7371
CI,Grants revenue from foreign govts,,,0.4927,0.7761,0.209
CI,Grants revenue from int orgs,,,0.4169,0.1891,0.5281
CI,Grants revenue from other gen govt,,,0.0,0.0,0.0
CI,Other revenue,,,0.6491,0.7463,0.7354
HR,Revenue,46.5435,46.0807,46.3371,47.4726,48.0347
HR,Tax revenue,25.773,25.7138,26.3366,26.8384,25.6871
HR,"Taxes on income, profits, & capital gains",5.9333,5.6871,5.8865,6.092,6.07
HR,Customs & other import duties,-0.0176,-0.008,0.0024,-0.0004,0.0034
HR,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
HR,Taxes on property,0.7163,0.7052,0.7029,0.7397,0.7286
