Country,categories,2016,2017,2018,2019,2020
HR,Taxes on goods & services,19.141,19.3296,19.7447,20.0071,18.8851
HR,Taxes on int trade & transactions,-0.0176,-0.008,0.0024,-0.0004,0.0034
HR,Social contributions,11.8821,11.8731,11.9133,11.7727,12.1312
HR,Grants revenue,,,,1.607,2.691
HR,Grants revenue from foreign govts,,,,0.0327,0.0305
HR,Grants revenue from int orgs,,,,1.5743,2.6605
HR,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
HR,Other revenue,,,,7.2546,7.5254
CY,Revenue,37.4483,38.4311,39.2379,40.6509,40.4003
CY,Tax revenue,23.9179,24.4395,24.6972,24.6403,23.9922
CY,"Taxes on income, profits, & capital gains",8.6316,9.1119,9.1571,9.248,9.6647
CY,Customs & other import duties,-0.0069,0.0239,0.021,0.0669,0.0
CY,Taxes on payroll & workforce,0.9335,0.9856,1.0097,1.0508,1.0777
CY,Taxes on property,0.4358,0.3131,0.272,0.284,0.2586
CY,Taxes on goods & services,13.3592,13.3062,13.6827,13.4603,12.5415
CY,Taxes on int trade & transactions,-0.0069,0.0239,0.021,0.0669,0.0
CY,Social contributions,8.1509,8.499,8.6172,10.6703,11.5711
CY,Grants revenue,,,,,
CY,Grants revenue from foreign govts,,,,,
CY,Grants revenue from int orgs,,,,,
CY,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
CY,Other revenue,,,,,
CZ,Revenue,39.7479,39.774,40.7367,40.5635,40.7491
CZ,Tax revenue,20.2692,20.4025,20.4418,20.3539,19.9759
CZ,"Taxes on income, profits, & capital gains",7.8028,7.9208,8.2725,8.2834,8.3476
CZ,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
CZ,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
CZ,Taxes on property,0.223,0.2128,0.2031,0.1905,0.2053
CZ,Taxes on goods & services,12.1994,12.2197,11.9321,11.8487,11.3932
CZ,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
CZ,Social contributions,14.6563,14.8614,15.4142,15.4585,15.9696
CZ,Grants revenue,0.6847,0.8004,1.1414,1.1293,1.1653
CZ,Grants revenue from foreign govts,0.0721,0.0545,0.0395,0.0297,0.0248
CZ,Grants revenue from int orgs,0.6126,0.7459,1.1019,1.0996,1.1406
CZ,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
CZ,Other revenue,4.1377,3.7096,3.7393,3.6218,3.6382
DK,Revenue,52.3726,52.3358,51.3088,53.5808,53.2514
DK,Tax revenue,45.5154,45.5006,44.173,46.5831,46.6153
DK,"Taxes on income, profits, & capital gains",28.1496,28.4059,26.9363,29.6359,29.5063
DK,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
DK,Taxes on payroll & workforce,0.6654,0.6398,0.6746,0.684,0.6925
DK,Taxes on property,2.1881,2.1248,2.1195,2.3261,2.2778
DK,Taxes on goods & services,14.2305,14.0428,14.1434,13.6258,13.8293
DK,Taxes on int trade & transactions,0.017,0.0157,0.0184,0.0231,0.0193
DK,Social contributions,0.9345,0.8873,0.8444,0.8201,0.8296
DK,Grants revenue,,,,,
DK,Grants revenue from foreign govts,,,,,
DK,Grants revenue from int orgs,,,,,
DK,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
DK,Other revenue,,,,,
SV,Revenue,25.3795,26.4077,26.1948,25.3355,25.8524
SV,Tax revenue,17.7104,18.0784,18.4298,18.3699,18.9474
SV,"Taxes on income, profits, & capital gains",6.8174,6.8971,6.9467,6.9945,7.5596
SV,Customs & other import duties,0.8534,0.8438,0.8739,0.8629,0.7582
SV,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
SV,Taxes on property,0.4291,0.4003,0.3774,0.3952,0.4055
SV,Taxes on goods & services,9.6045,9.9303,10.2241,10.1146,10.2242
SV,Taxes on int trade & transactions,0.8534,0.8438,0.8739,0.8629,0.7582
SV,Social contributions,2.7079,2.6841,2.4596,2.7788,2.4177
SV,Grants revenue,0.0953,0.14,0.1952,0.1811,0.7103
SV,Grants revenue from foreign govts,0.0499,0.0371,0.0945,0.0316,0.0544
SV,Grants revenue from int orgs,0.0456,0.103,0.1007,0.1495,0.1071
SV,Grants revenue from other gen govt,-0.0001,-0.0001,0.0,0.0,0.5487
SV,Other revenue,4.8659,5.5052,5.1101,4.0057,3.777
EE,Revenue,38.3214,38.0861,38.2168,38.8598,39.5062
EE,Tax revenue,22.0995,21.2368,21.326,21.5761,21.4389
EE,"Taxes on income, profits, & capital gains",7.4852,7.1746,7.4718,7.3585,7.8328
EE,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
EE,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
EE,Taxes on property,0.2713,0.2416,0.2245,0.2131,0.2177
EE,Taxes on goods & services,14.343,13.8206,13.6297,14.0045,13.3884
EE,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
EE,Social contributions,11.4784,11.6543,11.7899,12.0058,12.734
EE,Grants revenue,1.3192,1.659,1.9196,1.8484,2.1797
EE,Grants revenue from foreign govts,0.4529,0.3453,0.4067,0.3873,0.5269
EE,Grants revenue from int orgs,0.8663,1.3137,1.5129,1.4611,1.6527
EE,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
EE,Other revenue,3.4243,3.536,3.1813,3.4295,3.1537
FI,Revenue,52.9984,52.0042,51.4927,51.303,50.9404
FI,Tax revenue,30.8981,30.7944,30.4457,30.2965,30.3944
FI,"Taxes on income, profits, & capital gains",15.1808,15.2257,14.7956,14.7899,14.7857
FI,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
FI,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
FI,Taxes on property,1.0077,1.1856,1.073,1.0912,1.1652
FI,Taxes on goods & services,14.7096,14.3831,14.5772,14.4154,14.4436
FI,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
FI,Social contributions,12.844,12.0636,11.9571,11.8873,11.6691
FI,Grants revenue,0.1995,0.2121,0.2266,0.2282,0.2409
FI,Grants revenue from foreign govts,0.0156,0.0155,0.0146,0.015,0.014
FI,Grants revenue from int orgs,0.1839,0.1966,0.212,0.2132,0.2269
FI,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
FI,Other revenue,9.0567,8.9341,8.8633,8.891,8.6359
FR,Revenue,52.3879,52.8853,52.7011,51.6328,51.8728
FR,Tax revenue,28.8793,29.4918,30.088,30.3109,30.6098
FR,"Taxes on income, profits, & capital gains",11.1498,11.452,12.1534,12.2058,12.3831
FR,Customs & other import duties,0.0265,0.0252,0.026,0.0265,0.0337
FR,Taxes on payroll & workforce,1.5866,1.5925,1.5725,1.8505,1.9666
FR,Taxes on property,4.251,4.2865,4.0056,3.9006,3.964
FR,Taxes on goods & services,11.8116,12.084,12.2847,12.2913,12.2273
FR,Taxes on int trade & transactions,0.0265,0.0252,0.026,0.0265,0.0337
FR,Social contributions,18.5889,18.5983,17.8557,16.6132,16.7036
FR,Grants revenue,,,,,
FR,Grants revenue from foreign govts,,,,,
FR,Grants revenue from int orgs,,,,,
FR,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
FR,Other revenue,,,,,
GE,Revenue,31.0559,31.048,28.6179,29.2311,27.4602
GE,Tax revenue,24.5175,24.3084,23.4201,24.0803,22.4452
GE,"Taxes on income, profits, & capital gains",9.6827,9.0171,8.9322,8.8302,8.6803
GE,Customs & other import duties,0.1956,0.1757,0.1646,0.1606,0.1521
GE,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
GE,Taxes on property,1.0141,0.9683,0.9893,0.963,0.8866
GE,Taxes on goods & services,12.1556,13.6734,13.2123,13.6961,12.5773
GE,Taxes on int trade & transactions,0.1956,0.1757,0.1646,0.1606,0.1521
GE,Social contributions,0.0,0.0,0.0,0.0,0.0
GE,Grants revenue,0.8296,0.7191,0.7691,0.8627,0.8463
GE,Grants revenue from foreign govts,0.2897,0.2549,0.265,0.1943,0.0403
GE,Grants revenue from int orgs,0.54,0.4642,0.504,0.6684,0.8061
GE,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
GE,Other revenue,5.7088,6.0206,4.4288,4.2881,4.1687
DE,Revenue,44.9194,44.9333,45.6522,45.8871,45.9266
DE,Tax revenue,23.5806,23.6684,23.9977,24.0233,23.2237
DE,"Taxes on income, profits, & capital gains",12.1971,12.4484,12.7696,12.7441,12.242
DE,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
DE,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
DE,Taxes on property,0.6591,0.6147,0.6239,0.6168,0.6928
DE,Taxes on goods & services,10.0878,9.9715,9.9605,9.9875,9.5361
DE,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
DE,Social contributions,16.7252,16.8183,17.0016,17.2232,18.0531
DE,Grants revenue,0.1693,0.1004,0.1252,0.1161,0.1259
DE,Grants revenue from foreign govts,0.0029,0.0002,0.0003,0.0002,0.0002
DE,Grants revenue from int orgs,0.1664,0.1001,0.1249,0.1159,0.1257
DE,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
DE,Other revenue,4.4444,4.3462,4.5278,4.5245,4.524
GR,Revenue,49.5572,48.3252,48.6543,48.1602,48.6836
GR,Tax revenue,27.6554,27.3799,27.8695,27.1208,25.6606
GR,"Taxes on income, profits, & capital gains",8.9728,8.8077,9.1628,8.5283,7.9063
GR,Customs & other import duties,0.0,0.0,0.0039,0.0,0.0
GR,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
GR,Taxes on property,2.8306,2.8083,2.7297,2.5658,2.6497
GR,Taxes on goods & services,15.654,15.5612,15.7834,15.7584,14.908
GR,Taxes on int trade & transactions,0.0,0.0,0.0039,0.0,0.0
GR,Social contributions,14.2955,14.6755,14.6177,14.5322,15.3398
GR,Grants revenue,,,,,
GR,Grants revenue from foreign govts,,,,,
GR,Grants revenue from int orgs,,,,,
GR,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
GR,Other revenue,,,,,
GT,Revenue,15.2094,13.0487,15.2295,15.0747,14.3921
GT,Tax revenue,10.9066,9.6044,11.1128,10.9736,10.469
GT,"Taxes on income, profits, & capital gains",3.8501,3.349,3.7721,3.6627,3.6075
GT,Customs & other import duties,0.4593,0.3855,0.4648,0.455,0.4119
GT,Taxes on payroll & workforce,0.0824,0.0666,0.0852,0.0817,0.0747
GT,Taxes on property,0.1942,0.1604,0.2026,0.2052,0.2041
GT,Taxes on goods & services,6.1701,5.5089,6.4272,6.4168,6.0661
GT,Taxes on int trade & transactions,0.5155,0.4337,0.5216,0.5122,0.4316
GT,Social contributions,2.8658,2.2572,2.879,2.8442,2.7863
GT,Grants revenue,0.0187,0.0402,0.0428,0.023,0.0184
GT,Grants revenue from foreign govts,0.0068,0.0136,0.0136,0.0086,0.0047
GT,Grants revenue from int orgs,0.0119,0.0266,0.0292,0.0144,0.0137
GT,Grants revenue from other gen govt,-0.0,0.0,0.0,-0.0,-0.0
GT,Other revenue,1.4184,1.1468,1.1949,1.234,1.1184
HN,Revenue,,,,,23.6089
HN,Tax revenue,,,,,15.5005
HN,"Taxes on income, profits, & capital gains",,,,,4.3662
HN,Customs & other import duties,,,,,0.5868
HN,Taxes on payroll & workforce,,,,,0.0
HN,Taxes on property,,,,,0.8392
HN,Taxes on goods & services,,,,,9.7083
HN,Taxes on int trade & transactions,,,,,0.5868
HN,Social contributions,,,,,4.1124
HN,Grants revenue,,,,,0.6643
HN,Grants revenue from foreign govts,,,,,0.0
HN,Grants revenue from int orgs,,,,,0.6155
HN,Grants revenue from other gen govt,,,,,0.0488
HN,Other revenue,,,,,3.3318
AM,Revenue,24.9148,23.5414,23.4014,25.2504,26.2134
AM,Tax revenue,21.7615,21.2609,21.3066,22.6703,22.3301
AM,"Taxes on income, profits, & capital gains",9.3768,8.4388,9.1077,9.0001,9.0569
AM,Customs & other import duties,1.0939,1.3041,1.3335,1.4484,1.104
AM,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
AM,Taxes on property,0.471,0.4672,0.423,0.3928,0.401
AM,Taxes on goods & services,8.8969,8.7863,9.0939,11.5891,11.7142
AM,Taxes on int trade & transactions,1.0939,1.3041,1.3335,1.4484,1.104
AM,Social contributions,0.0,0.0,0.0,0.0,0.0
AM,Grants revenue,0.6349,-0.2287,-0.1775,0.2208,0.892
AM,Grants revenue from foreign govts,0.4233,0.1228,0.0665,0.1016,0.7904
AM,Grants revenue from int orgs,0.2728,0.1932,0.1768,0.1207,0.1036
AM,Grants revenue from other gen govt,-0.0612,-0.5447,-0.4207,-0.0015,-0.002
AM,Other revenue,2.5184,2.5092,2.2723,2.3592,2.9914
HU,Revenue,44.6649,43.8734,43.613,43.1312,43.3529
HU,Tax revenue,25.3195,25.0617,24.6841,24.5517,25.0895
HU,"Taxes on income, profits, & capital gains",7.0178,6.9472,6.3978,6.384,6.6304
HU,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
HU,Taxes on payroll & workforce,0.7474,0.867,0.9462,1.0413,1.05
HU,Taxes on property,0.6193,0.6021,0.5426,0.5075,0.5024
HU,Taxes on goods & services,16.9349,16.6454,16.7976,16.6189,16.9067
HU,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
HU,Social contributions,13.7518,12.7908,12.1138,11.7494,11.2987
HU,Grants revenue,0.8641,1.0767,2.0137,2.3051,2.3098
HU,Grants revenue from foreign govts,0.0493,0.0292,0.0256,0.026,0.0287
HU,Grants revenue from int orgs,0.8149,1.0475,1.9881,2.2791,2.2811
HU,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
HU,Other revenue,4.7295,4.9442,4.8013,4.525,4.655
IS,Revenue,59.0742,45.4488,44.9047,41.9105,41.8828
IS,Tax revenue,46.8873,33.7369,33.0489,31.6741,33.0398
IS,"Taxes on income, profits, & capital gains",17.0993,18.3196,18.0179,17.41,18.3937
IS,Customs & other import duties,0.2025,0.1481,0.145,0.1126,0.0876
IS,Taxes on payroll & workforce,0.2936,0.3008,0.3008,0.2996,0.314
IS,Taxes on property,17.0259,1.8689,1.8251,1.9167,2.255
IS,Taxes on goods & services,11.6719,12.477,12.1608,11.3245,11.3375
IS,Taxes on int trade & transactions,0.2025,0.1481,0.145,0.1126,0.0876
IS,Social contributions,3.3984,3.3933,3.4587,3.1993,3.0049
IS,Grants revenue,0.1195,0.1061,0.116,0.1242,0.1077
IS,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
IS,Grants revenue from int orgs,0.1195,0.1061,0.116,0.1242,0.1077
IS,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
IS,Other revenue,8.669,8.2125,8.2812,6.9128,5.7303
ID,Revenue,14.4528,14.3154,14.774,14.2697,12.7973
ID,Tax revenue,11.6027,11.2025,11.5584,11.0711,9.6118
ID,"Taxes on income, profits, & capital gains",5.3719,4.7594,5.0542,4.8777,3.8488
ID,Customs & other import duties,0.2546,0.2537,0.2618,0.2327,0.2065
ID,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
ID,Taxes on property,0.3847,0.4215,0.3549,0.3404,0.4463
ID,Taxes on goods & services,5.5283,5.6997,5.805,5.5622,5.0495
ID,Taxes on int trade & transactions,0.2788,0.2843,0.3074,0.255,0.2342
ID,Social contributions,0.0,0.0,0.0,0.0,0.0
ID,Grants revenue,0.0258,0.0308,0.0155,0.0171,0.2427
ID,Grants revenue from foreign govts,0.0258,0.0307,0.0155,0.0113,0.011
ID,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
ID,Grants revenue from other gen govt,-0.0,0.0,0.0,0.0058,0.2318
ID,Other revenue,2.8243,3.0822,3.2001,3.1815,2.9427
IE,Revenue,27.2933,25.9072,25.4794,24.7132,22.425
IE,Tax revenue,19.5564,18.7637,18.571,18.141,16.7054
IE,"Taxes on income, profits, & capital gains",10.3287,9.9692,10.2107,9.9983,9.8162
IE,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
IE,Taxes on payroll & workforce,0.1444,0.1452,0.1734,0.217,0.1922
IE,Taxes on property,0.8252,0.7761,0.7474,0.691,0.4612
IE,Taxes on goods & services,8.216,7.8471,7.4087,7.2053,6.0351
IE,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
IE,Social contributions,4.7908,4.6108,4.4856,4.4413,4.0147
IE,Grants revenue,,,,,
IE,Grants revenue from foreign govts,,,,,
IE,Grants revenue from int orgs,,,,,
IE,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
IE,Other revenue,,,,,
IL,Revenue,36.4845,37.4725,35.811,35.019,34.5269
IL,Tax revenue,25.8699,27.0444,25.4705,24.8797,24.6048
IL,"Taxes on income, profits, & capital gains",10.1683,11.8554,10.4096,10.2176,10.2668
IL,Customs & other import duties,0.2684,0.2354,0.2076,0.2126,0.2052
IL,Taxes on payroll & workforce,1.1484,1.1883,1.1798,1.1398,1.1553
IL,Taxes on property,1.9855,1.9715,1.9486,1.9109,1.7862
IL,Taxes on goods & services,12.2992,11.7938,11.725,11.3988,11.1913
IL,Taxes on int trade & transactions,0.2684,0.2354,0.2076,0.2126,0.2052
IL,Social contributions,5.9217,5.9499,5.9467,5.8862,5.8411
IL,Grants revenue,1.0982,0.8036,0.7922,0.7235,0.6921
IL,Grants revenue from foreign govts,1.0982,0.8036,0.7922,0.7235,0.6921
IL,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
IL,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
IL,Other revenue,3.5948,3.6747,3.6015,3.5296,3.3889
IT,Revenue,46.0839,45.7644,45.6184,46.4902,46.9633
IT,Tax revenue,29.2196,28.8578,28.4856,28.8676,29.0315
IT,"Taxes on income, profits, & capital gains",13.9893,13.8585,13.4712,13.8908,14.6917
IT,Customs & other import duties,0.0,0.0,0.0,0.0,0.0
IT,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
IT,Taxes on property,1.7265,1.5061,1.4367,1.4056,1.4605
IT,Taxes on goods & services,11.8766,11.9505,12.0212,12.0864,11.3524
IT,Taxes on int trade & transactions,0.0,0.0,0.0,0.0,0.0
IT,Social contributions,13.0103,12.9889,13.2342,13.525,13.8436
IT,Grants revenue,0.0751,0.2609,0.1404,0.1567,0.1898
IT,Grants revenue from foreign govts,0.0104,0.0963,0.0253,0.0288,0.0325
IT,Grants revenue from int orgs,0.0647,0.1645,0.115,0.1279,0.1574
IT,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
IT,Other revenue,3.7789,3.6569,3.7582,3.9409,3.8984
JP,Revenue,34.7306,34.9455,35.5043,35.254,36.7476
JP,Tax revenue,18.2622,18.7171,19.0799,18.7891,19.9519
JP,"Taxes on income, profits, & capital gains",9.1643,9.6645,9.9937,9.6738,10.0237
JP,Customs & other import duties,0.1725,0.1852,0.1926,0.1681,0.1521
JP,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
JP,Taxes on property,2.2517,2.2698,2.2802,2.2999,2.4111
JP,Taxes on goods & services,6.5054,6.4302,6.4446,6.4755,7.1914
JP,Taxes on int trade & transactions,0.1725,0.1852,0.1931,0.1713,0.1522
JP,Social contributions,12.7024,12.8377,13.1262,13.2887,13.6933
JP,Grants revenue,0.0012,0.0042,0.0003,0.0002,0.0001
JP,Grants revenue from foreign govts,0.0008,0.0042,0.0001,0.0001,0.0
JP,Grants revenue from int orgs,0.0004,0.0,0.0002,0.0001,0.0001
JP,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
JP,Other revenue,3.7648,3.3864,3.2979,3.1761,3.1023
JO,Revenue,,,38.6666,,
JO,Tax revenue,,,16.2356,,
JO,"Taxes on income, profits, & capital gains",,,3.1901,,
JO,Customs & other import duties,,,0.9612,,
JO,Taxes on payroll & workforce,,,0.0013,,
JO,Taxes on property,,,0.4091,,
JO,Taxes on goods & services,,,11.6738,,
JO,Taxes on int trade & transactions,,,0.9612,,
JO,Social contributions,,,6.9897,,
JO,Grants revenue,,,3.5047,,
JO,Grants revenue from foreign govts,,,3.5047,,
JO,Grants revenue from int orgs,,,0.0,,
JO,Grants revenue from other gen govt,,,0.0,,
JO,Other revenue,,,11.9366,,
KZ,Revenue,17.6238,19.901,19.5598,19.0806,17.3399
KZ,Tax revenue,12.4318,13.8273,15.1422,15.0713,12.3729
KZ,"Taxes on income, profits, & capital gains",5.5575,5.7539,6.4261,6.0465,4.9497
KZ,Customs & other import duties,0.5633,0.546,0.5338,0.5339,0.4864
KZ,Taxes on payroll & workforce,0.0,1.0604,0.9229,0.9139,0.9087
KZ,Taxes on property,0.4526,0.4705,0.4828,0.4638,0.4381
KZ,Taxes on goods & services,4.1354,3.854,4.1995,4.7595,4.5195
KZ,Taxes on int trade & transactions,2.2854,2.6698,3.1032,2.8862,1.5536
KZ,Social contributions,1.6918,0.5152,0.5387,0.5313,1.1654
KZ,Grants revenue,0.0036,-0.0894,-0.0353,0.0027,-0.4486
KZ,Grants revenue from foreign govts,0.0,0.0,0.0013,0.0027,0.0002
KZ,Grants revenue from int orgs,0.0036,0.0008,0.0,0.0,0.0
KZ,Grants revenue from other gen govt,0.0,-0.0902,-0.0365,0.0,-0.4489
KZ,Other revenue,3.4966,5.6478,3.9141,3.4753,4.2502
KE,Revenue,21.5367,22.3665,20.2962,20.4914,17.6414
KE,Tax revenue,16.331,15.7555,15.1931,15.9934,14.6584
KE,"Taxes on income, profits, & capital gains",,7.6841,7.4992,7.1668,6.8188
KE,Customs & other import duties,,1.1015,1.0562,1.1057,0.9314
KE,Taxes on payroll & workforce,,0.0,0.0,0.0,0.0
KE,Taxes on property,,0.0,0.0,0.0,0.0
KE,Taxes on goods & services,,6.5837,6.2256,7.2539,6.4023
KE,Taxes on int trade & transactions,,1.3825,1.332,1.5727,1.4373
KE,Social contributions,0.5917,0.4927,0.6225,0.1597,0.0053
KE,Grants revenue,0.4214,0.0,0.3104,0.0049,0.1883
KE,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
KE,Grants revenue from int orgs,0.4214,0.0,0.3104,0.0049,0.1883
KE,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
KE,Other revenue,4.1926,6.1183,4.1702,4.3334,2.7895
KI,Revenue,99.9231,103.3717,128.7855,121.2528,117.8442
KI,Tax revenue,25.4704,22.589,21.2849,24.8607,24.2884
KI,"Taxes on income, profits, & capital gains",7.4671,7.4668,7.7447,7.6217,7.653
KI,Customs & other import duties,1.3506,2.0046,0.4111,1.8405,1.7989
KI,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
KI,Taxes on property,0.0,0.0,0.0,0.0,0.0
KI,Taxes on goods & services,16.6528,13.1175,13.129,15.3985,14.8365
KI,Taxes on int trade & transactions,1.3506,2.0046,0.4111,1.8405,1.7989
KI,Social contributions,0.0,0.0,0.0,0.0,0.0
KI,Grants revenue,6.0574,2.5597,16.3189,7.0747,18.0834
KI,Grants revenue from foreign govts,5.0436,0.5966,6.0836,2.697,15.6969
KI,Grants revenue from int orgs,1.0138,1.9631,10.2353,4.3777,2.3866
KI,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
KI,Other revenue,68.3953,78.223,91.1817,89.3174,75.4723
KR,Revenue,32.6309,33.2431,33.389,34.0598,34.4402
KR,Tax revenue,18.4225,18.972,20.0694,20.0043,20.3108
KR,"Taxes on income, profits, & capital gains",7.8674,8.2983,9.3464,9.2099,8.8437
KR,Customs & other import duties,0.4685,0.4694,0.4399,0.4002,0.3682
KR,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
KR,Taxes on property,1.4981,1.5862,1.626,1.7708,1.9518
KR,Taxes on goods & services,7.7818,7.8342,7.9115,7.8517,8.3165
KR,Taxes on int trade & transactions,0.4685,0.4694,0.4399,0.4002,0.3682
KR,Social contributions,6.7632,6.8114,7.0837,7.6092,8.146
KR,Grants revenue,0.0,0.0001,0.0,0.0,0.0
KR,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
KR,Grants revenue from int orgs,0.0,0.0001,0.0,0.0,0.0
KR,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
KR,Other revenue,7.4452,7.4596,6.2359,6.4463,5.9835
XK,Revenue,26.8683,26.7827,26.7907,27.0266,25.5679
XK,Tax revenue,24.8494,24.8097,24.6556,24.6301,23.3875
XK,"Taxes on income, profits, & capital gains",3.3795,3.2866,3.705,3.6255,3.5789
XK,Customs & other import duties,2.1503,1.9871,1.8865,1.8914,1.5376
XK,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
XK,Taxes on property,0.4162,0.3526,0.3627,0.3866,0.3353
XK,Taxes on goods & services,18.9033,19.1837,18.7006,18.7262,17.9353
XK,Taxes on int trade & transactions,2.1503,1.9871,1.8865,1.8914,1.5376
XK,Social contributions,0.0,0.0,0.0,0.0,0.0
XK,Grants revenue,0.1986,0.1369,0.2316,0.349,0.6357
XK,Grants revenue from foreign govts,0.1446,0.1307,0.1247,0.276,0.6348
XK,Grants revenue from int orgs,0.0538,0.0061,0.0027,0.0021,0.0009
XK,Grants revenue from other gen govt,0.0,0.0,0.1043,0.071,0.0
XK,Other revenue,1.8204,1.8361,1.9035,2.0474,1.5447
KG,Revenue,33.1328,33.2869,32.4696,34.0731,
KG,Tax revenue,19.5097,19.2627,20.2319,20.3109,
KG,"Taxes on income, profits, & capital gains",4.6717,4.5982,4.6895,5.0535,
KG,Customs & other import duties,2.7994,3.0027,3.1025,3.6187,
KG,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,
KG,Taxes on property,0.5238,0.4949,0.4935,0.5,
KG,Taxes on goods & services,11.4146,11.0601,11.8313,11.0285,
KG,Taxes on int trade & transactions,2.8991,3.1091,3.2174,3.7231,
KG,Social contributions,5.5925,5.4674,5.3839,5.4929,
KG,Grants revenue,2.0736,2.5386,1.6616,2.2877,
KG,Grants revenue from foreign govts,0.5515,0.9461,0.2021,0.9034,
KG,Grants revenue from int orgs,1.5221,1.5924,1.4595,1.3843,
KG,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,
KG,Other revenue,5.957,6.0183,5.1922,5.9816,
AU,Revenue,33.9385,33.746,34.5945,34.7978,34.8019
AU,Tax revenue,27.2353,26.9444,27.8311,27.9851,28.0367
AU,"Taxes on income, profits, & capital gains",15.5744,15.5625,16.4479,16.9244,16.6886
AU,Customs & other import duties,0.8252,0.7858,0.8259,0.7968,0.9908
AU,Taxes on payroll & workforce,1.3271,1.2733,1.2991,1.3011,1.2751
AU,Taxes on property,1.5628,1.5883,1.5922,1.6308,1.7139
AU,Taxes on goods & services,7.9453,7.7338,7.666,7.332,7.3683
AU,Taxes on int trade & transactions,0.8258,0.7865,0.8259,0.7968,0.9908
AU,Social contributions,0.0,0.0,0.0,0.0,0.0
AU,Grants revenue,0.0,0.0,0.0,0.0,0.0
AU,Grants revenue from foreign govts,0.0,0.0,0.0,0.0,0.0
AU,Grants revenue from int orgs,0.0,0.0,0.0,0.0,0.0
AU,Grants revenue from other gen govt,0.0,0.0,0.0,0.0,0.0
AU,Other revenue,6.7032,6.8016,6.7634,6.8127,6.7653
NR,Revenue,99.7427,100.4641,119.1915,148.7202,170.2183
NR,Tax revenue,24.6023,22.4964,30.4664,36.0652,48.3784
NR,"Taxes on income, profits, & capital gains",9.1588,8.6613,17.0751,23.9776,36.3972
NR,Customs & other import duties,13.0566,11.3388,11.3576,10.7833,10.4628
NR,Taxes on payroll & workforce,0.0,0.0,0.0,0.0,0.0
NR,Taxes on property,0.0,0.0,0.0,0.0,0.0
NR,Taxes on goods & services,2.3869,2.4963,2.0337,1.3043,1.5183
